id,lang,bName,sNum,sProportion,langRank
1126,French,Haringey,2898,0.01188826,8
1127,Other European Language (EU): Italian,Haringey,2489,0.01021044,9
1128,Other European Language (EU): Bulgarian,Haringey,2393,0.00981663,10
1129,South Asian Language: Bengali (with Sylheti and Chatgaya),Haringey,2287,0.00938179,11
1130,Other European Language (EU): Romanian,Haringey,2052,0.00841777,12
1131,West Central Asian Language: Kurdish,Haringey,1660,0.0068097,13
1132,Other European Language (EU): Hungarian,Haringey,1580,0.00648152,14
1133,Arabic,Haringey,1570,0.0064405,15
1134,Other European Language (non EU): Albanian,Haringey,1361,0.00558313,16
1135,East Asian Language: All other Chinese,Haringey,1179,0.00483653,17
1136,Other European Language (EU): German,Haringey,1161,0.00476269,18
1137,African Language: Akan,Haringey,1073,0.00440169,19
1138,South Asian Language: Gujarati,Haringey,994,0.00407761,20
1139,Russian,Haringey,948,0.00388891,21
1140,Other European Language (EU): Lithuanian,Haringey,789,0.00323666,22
1141,West or Central Asian Language: Persian-Farsi,Haringey,728,0.00298642,23
1142,South Asian Language: Urdu,Haringey,653,0.00267875,24
1143,East Asian Language: Tagalog-Filipino,Haringey,623,0.00255569,25
1144,East Asian Language: Japanese,Haringey,531,0.00217828,26
1145,East Asian Language: Vietnamese,Haringey,488,0.00200189,27
1146,Other European Language (EU): Slovak,Haringey,487,0.00199778,28
1147,African Language: Tigrinya,Haringey,436,0.00178857,29
1148,Other European Language (non-national): Yiddish,Haringey,407,0.00166961,30
1149,Other Languages: All other languages,Haringey,405,0.0016614,31
1150,East Asian Language: Cantonese Chinese,Haringey,373,0.00153013,32
1151,Other European Language (EU): Czech,Haringey,356,0.00146039,33
1152,Other European Language (EU): Swedish,Haringey,345,0.00141527,34
1153,African Language: Amharic,Haringey,344,0.00141117,35
1154,East Asian Language: Mandarin Chinese,Haringey,343,0.00140706,36
1155,African Language: African language (all other),Haringey,343,0.00140706,37
1156,African Language: Lingala,Haringey,304,0.00124708,38
1157,South Asian Language: Panjabi,Haringey,300,0.00123067,39
1158,West or Central Asian Language: West or Central Asian Language (all other),Haringey,274,0.00112401,40
1159,Other European Language (EU): Dutch,Haringey,267,0.00109529,41
1160,West or Central Asian Language: Hebrew,Haringey,261,0.00107068,42
1161,South Asian Language: Tamil,Haringey,247,0.00101325,43
1162,South Asian Language: Hindi,Haringey,245,0.00100505,44
1163,African Language: Igbo,Haringey,245,0.00100505,45
1164,African Language: Swahili-Kiswahili,Haringey,243,9.97E-04,46
1165,West-Central Asian Language: Pashto,Haringey,232,9.52E-04,47
1166,African Language: Yoruba,Haringey,203,8.33E-04,48
1167,African Language: West African language (all other),Haringey,195,8.00E-04,49
1168,African Language: Luganda,Haringey,193,7.92E-04,50
1169,West Other European Language (non EU): Serbian-Croatian-Bosnianr Central Asian Language: West or Central Asian Language (all other),Haringey,190,7.79E-04,51
1170,East Asian Language: Thai,Haringey,173,7.10E-04,52
1171,Other European Language (EU): Latvian,Haringey,166,6.81E-04,53
1172,Other European Language (EU): Danish,Haringey,158,6.48E-04,54
1173,Other European Language (EU): Finnish,Haringey,152,6.24E-04,55
1174,East Asian Language: East Asian Language (all other),Haringey,152,6.24E-04,56
1175,Other European Language (non EU): Northern European Language (non EU),Haringey,145,5.95E-04,57
1176,African Language: Any other Nigerian language,Haringey,114,4.68E-04,58
1177,South Asian Language: South Asian Language (all other),Haringey,105,4.31E-04,59
1178,Other European Language (non EU): Ukrainian,Haringey,99,4.06E-04,60
1179,Sign Language: British sign language,Haringey,97,3.98E-04,61
1180,East Asian Language: Korean,Haringey,91,3.73E-04,62
1181,South Asian Language: Nepalese,Haringey,86,3.53E-04,63
1182,South Asian Language: Sinhala,Haringey,82,3.36E-04,64
1183,African Language: Afrikaans,Haringey,80,3.28E-04,65
1184,Other European Language (EU): Any other European Language (EU),Haringey,79,3.24E-04,66
1185,Other UK language: Total,Haringey,75,3.08E-04,67
1186,African Language: Shona,Haringey,59,2.42E-04,68
1187,Welsh Cymraeg (in England only),Haringey,53,2.17E-04,69
1188,South Asian Language: Malayalam,Haringey,52,2.13E-04,70
1189,East Asian Language: Malay,Haringey,51,2.09E-04,71
1190,Other European Language (EU): Estonian,Haringey,48,1.97E-04,72
1191,Other European Language (non EU): Any other Eastern European Language (non EU),Haringey,38,1.56E-04,73
1192,Other European Language (EU): Slovenian,Haringey,32,1.31E-04,74
1193,South Asian Language: Telugu,Haringey,32,1.31E-04,75
1194,Sign Language: Sign Language (all other),Haringey,26,1.07E-04,76
1195,African Language: Krio,Haringey,17,6.97E-05,77
1196,Other European Language (EU): Maltese,Haringey,13,5.33E-05,78
1197,South Asian Language: Marathi,Haringey,11,4.51E-05,79
1198,Oceanic - Australian language (any),Haringey,9,3.69E-05,80
1199,Sign Language: Any Sign Communication System,Haringey,8,3.28E-05,81
1200,Caribbean Creole: Caribbean Creole (English-based),Haringey,6,2.46E-05,82
1201,Other European Language (non-national): Romani language (any),Haringey,5,2.05E-05,83
1202,North-South American language (any),Haringey,5,2.05E-05,84
1203,Caribbean Creole: Caribbean Creole (all other),Haringey,3,1.23E-05,85
1204,South Asian Language: Pakistani Pahari (with Mirpuri and Potwari),Haringey,2,8.20E-06,86
1205,English (English or Welsh if in Wales),Harrow,164051,0.71513701,1
1206,South Asian Language: Gujarati,Harrow,20368,0.08878892,2
1207,South Asian Language: Tamil,Harrow,8304,0.0361991,3
1208,Other European Language (EU): Romanian,Harrow,4492,0.01958169,4
1209,Other European Language (EU): Polish,Harrow,3699,0.01612481,5
1210,West or Central Asian Language: Persian-Farsi,Harrow,2548,0.01110733,6
1211,Arabic,Harrow,2370,0.01033139,7
1212,South Asian Language: Urdu,Harrow,2251,0.00981264,8
1213,African Language: Somali,Harrow,1781,0.0077638,9
1214,South Asian Language: Hindi,Harrow,1596,0.00695734,10
1215,South Asian Language: Panjabi,Harrow,1376,0.00599831,11
1216,South Asian Language: Nepalese,Harrow,1328,0.00578907,12
1217,West-Central Asian Language: Pashto,Harrow,1297,0.00565393,13
1218,Portuguese,Harrow,875,0.00381433,14
1219,French,Harrow,831,0.00362253,15
1220,South Asian Language: Sinhala,Harrow,805,0.00350918,16
1221,South Asian Language: Bengali (with Sylheti and Chatgaya),Harrow,722,0.00314737,17
1222,South Asian Language: South Asian Language (all other),Harrow,649,0.00282914,18
1223,Other European Language (non EU): Albanian,Harrow,622,0.00271144,19
1224,East Asian Language: All other Chinese,Harrow,597,0.00260246,20
1225,Spanish,Harrow,579,0.002524,21
1226,Other European Language (EU): Lithuanian,Harrow,464,0.00202269,22
1227,East Asian Language: Tagalog-Filipino,Harrow,463,0.00201833,23
1228,Other European Language (EU): German,Harrow,409,0.00178293,24
1229,Other European Language (EU): Italian,Harrow,406,0.00176985,25
1230,South Asian Language: Marathi,Harrow,383,0.00166959,26
1231,Turkish,Harrow,372,0.00162164,27
1232,Russian,Harrow,363,0.0015824,28
1233,Other European Language (EU): Bulgarian,Harrow,336,0.0014647,29
1234,Other European Language (EU): Hungarian,Harrow,317,0.00138188,30
1235,East Asian Language: Cantonese Chinese,Harrow,310,0.00135136,31
1236,South Asian Language: Telugu,Harrow,290,0.00126418,32
1237,Other European Language (EU): Greek,Harrow,268,0.00116828,33
1238,Other European Language (EU): Slovak,Harrow,246,0.00107237,34
1239,Other European Language (EU): Dutch,Harrow,214,9.33E-04,35
1240,West or Central Asian Language: West or Central Asian Language (all other),Harrow,212,9.24E-04,36
1241,Other Languages: All other languages,Harrow,207,9.02E-04,37
1242,West Central Asian Language: Kurdish,Harrow,204,8.89E-04,38
1243,East Asian Language: Japanese,Harrow,189,8.24E-04,39
1244,African Language: African language (all other),Harrow,185,8.06E-04,40
1245,South Asian Language: Malayalam,Harrow,184,8.02E-04,41
1246,Other European Language (EU): Czech,Harrow,176,7.67E-04,42
1247,African Language: Akan,Harrow,148,6.45E-04,43
1248,Sign Language: British sign language,Harrow,119,5.19E-04,44
1249,East Asian Language: Mandarin Chinese,Harrow,113,4.93E-04,45
1250,African Language: Swahili-Kiswahili,Harrow,112,4.88E-04,46
1251,East Asian Language: Korean,Harrow,106,4.62E-04,47
1252,West Other European Language (non EU): Serbian-Croatian-Bosnianr Central Asian Language: West or Central Asian Language (all other),Harrow,101,4.40E-04,48
1253,West or Central Asian Language: Hebrew,Harrow,91,3.97E-04,49
1254,East Asian Language: Thai,Harrow,79,3.44E-04,50
1255,North-South American language (any),Harrow,77,3.36E-04,51
1256,East Asian Language: East Asian Language (all other),Harrow,73,3.18E-04,52
1257,Other European Language (EU): Swedish,Harrow,70,3.05E-04,53
1258,African Language: Any other Nigerian language,Harrow,67,2.92E-04,54
1259,Other European Language (EU): Danish,Harrow,62,2.70E-04,55
1260,Other European Language (non EU): Northern European Language (non EU),Harrow,58,2.53E-04,56
1261,African Language: West African language (all other),Harrow,58,2.53E-04,57
1262,East Asian Language: Vietnamese,Harrow,53,2.31E-04,58
1263,African Language: Yoruba,Harrow,50,2.18E-04,59
1264,African Language: Afrikaans,Harrow,50,2.18E-04,60
1265,African Language: Shona,Harrow,48,2.09E-04,61
1266,Welsh Cymraeg (in England only),Harrow,46,2.01E-04,62
1267,African Language: Igbo,Harrow,44,1.92E-04,63
1268,Other European Language (EU): Latvian,Harrow,41,1.79E-04,64
1269,Other European Language (EU): Finnish,Harrow,35,1.53E-04,65
1270,Other European Language (non EU): Ukrainian,Harrow,35,1.53E-04,66
1271,Other European Language (non-national): Romani language (any),Harrow,35,1.53E-04,67
1272,African Language: Amharic,Harrow,33,1.44E-04,68
1273,African Language: Luganda,Harrow,32,1.40E-04,69
1274,Other UK language: Total,Harrow,27,1.18E-04,70
1275,East Asian Language: Malay,Harrow,26,1.13E-04,71
1276,Sign Language: Sign Language (all other),Harrow,25,1.09E-04,72
1277,African Language: Lingala,Harrow,23,1.00E-04,73
1278,African Language: Tigrinya,Harrow,22,9.59E-05,74
1279,Other European Language (EU): Estonian,Harrow,21,9.15E-05,75
1280,Other European Language (non EU): Any other Eastern European Language (non EU),Harrow,16,6.98E-05,76
1281,South Asian Language: Pakistani Pahari (with Mirpuri and Potwari),Harrow,15,6.54E-05,77
1282,Other European Language (EU): Maltese,Harrow,12,5.23E-05,78
1283,Other European Language (EU): Any other European Language (EU),Harrow,12,5.23E-05,79
1284,Sign Language: Any Sign Communication System,Harrow,9,3.92E-05,80
1285,Other European Language (EU): Slovenian,Harrow,4,1.74E-05,81
1286,Oceanic - Australian language (any),Harrow,4,1.74E-05,82
1287,African Language: Krio,Harrow,4,1.74E-05,83
1288,Caribbean Creole: Caribbean Creole (English-based),Harrow,3,1.31E-05,84
1289,Other European Language (non-national): Yiddish,Harrow,0,0,85
1290,Caribbean Creole: Caribbean Creole (all other),Harrow,0,0,86
1291,English (English or Welsh if in Wales),Havering,218645,0.95433991,1
1292,Other European Language (EU): Lithuanian,Havering,980,0.0042775,2
1293,Other European Language (EU): Polish,Havering,829,0.00361841,3
1294,South Asian Language: Panjabi,Havering,595,0.00259705,4
1295,South Asian Language: Bengali (with Sylheti and Chatgaya),Havering,490,0.00213875,5
1296,East Asian Language: Tagalog-Filipino,Havering,430,0.00187686,6
1297,Turkish,Havering,425,0.00185504,7
1298,South Asian Language: Gujarati,Havering,419,0.00182885,8
1299,South Asian Language: Urdu,Havering,411,0.00179393,9
1300,Other European Language (EU): Romanian,Havering,401,0.00175028,10
1301,East Asian Language: All other Chinese,Havering,346,0.00151022,11
1302,French,Havering,334,0.00145784,12
1303,South Asian Language: Tamil,Havering,269,0.00117413,13
1304,Portuguese,Havering,260,0.00113485,14
1305,Russian,Havering,242,0.00105628,15
1306,Other European Language (non EU): Albanian,Havering,234,0.00102136,16
1307,African Language: Yoruba,Havering,212,9.25E-04,17
1308,Spanish,Havering,211,9.21E-04,18
1309,Other European Language (EU): Bulgarian,Havering,208,9.08E-04,19
1310,East Asian Language: Cantonese Chinese,Havering,208,9.08E-04,20
1311,Arabic,Havering,174,7.59E-04,21
1312,African Language: Shona,Havering,168,7.33E-04,22
1313,Other European Language (EU): Italian,Havering,166,7.25E-04,23
1314,South Asian Language: Malayalam,Havering,162,7.07E-04,24
1315,West or Central Asian Language: Persian-Farsi,Havering,140,6.11E-04,25
1316,Other European Language (EU): German,Havering,129,5.63E-04,26
1317,African Language: Akan,Havering,122,5.33E-04,27
1318,East Asian Language: Thai,Havering,118,5.15E-04,28
1319,Other European Language (EU): Latvian,Havering,101,4.41E-04,29
1320,Other European Language (EU): Greek,Havering,95,4.15E-04,30
1321,Other European Language (EU): Hungarian,Havering,94,4.10E-04,31
1322,South Asian Language: Hindi,Havering,88,3.84E-04,32
1323,Sign Language: British sign language,Havering,85,3.71E-04,33
1324,South Asian Language: Sinhala,Havering,84,3.67E-04,34
1325,African Language: Afrikaans,Havering,76,3.32E-04,35
1326,Other Languages: All other languages,Havering,70,3.06E-04,36
1327,West Other European Language (non EU): Serbian-Croatian-Bosnianr Central Asian Language: West or Central Asian Language (all other),Havering,67,2.92E-04,37
1328,African Language: Igbo,Havering,67,2.92E-04,38
1329,Other European Language (EU): Dutch,Havering,60,2.62E-04,39
1330,East Asian Language: Mandarin Chinese,Havering,60,2.62E-04,40
1331,African Language: African language (all other),Havering,58,2.53E-04,41
1332,Other European Language (EU): Slovak,Havering,55,2.40E-04,42
1333,Other European Language (EU): Czech,Havering,44,1.92E-04,43
1334,South Asian Language: South Asian Language (all other),Havering,42,1.83E-04,44
1335,Other European Language (non EU): Ukrainian,Havering,34,1.48E-04,45
1336,West Central Asian Language: Kurdish,Havering,33,1.44E-04,46
1337,East Asian Language: Japanese,Havering,33,1.44E-04,47
1338,South Asian Language: Nepalese,Havering,30,1.31E-04,48
1339,East Asian Language: Vietnamese,Havering,29,1.27E-04,49
1340,South Asian Language: Telugu,Havering,28,1.22E-04,50
1341,African Language: Any other Nigerian language,Havering,28,1.22E-04,51
1342,African Language: West African language (all other),Havering,26,1.13E-04,52
1343,Other European Language (EU): Swedish,Havering,25,1.09E-04,53
1344,East Asian Language: East Asian Language (all other),Havering,25,1.09E-04,54
1345,Other European Language (EU): Maltese,Havering,24,1.05E-04,55
1346,West-Central Asian Language: Pashto,Havering,24,1.05E-04,56
1347,African Language: Swahili-Kiswahili,Havering,24,1.05E-04,57
1348,West or Central Asian Language: West or Central Asian Language (all other),Havering,23,1.00E-04,58
1349,Welsh Cymraeg (in England only),Havering,22,9.60E-05,59
1350,African Language: Luganda,Havering,20,8.73E-05,60
1351,East Asian Language: Malay,Havering,19,8.29E-05,61
1352,Sign Language: Any Sign Communication System,Havering,19,8.29E-05,62
1353,South Asian Language: Marathi,Havering,18,7.86E-05,63
1354,African Language: Lingala,Havering,17,7.42E-05,64
1355,African Language: Somali,Havering,16,6.98E-05,65
1356,Other UK language: Total,Havering,14,6.11E-05,66
1357,Other European Language (EU): Finnish,Havering,14,6.11E-05,67
1358,Other European Language (EU): Danish,Havering,12,5.24E-05,68
1359,Sign Language: Sign Language (all other),Havering,12,5.24E-05,69
1360,African Language: Amharic,Havering,11,4.80E-05,70
1361,Other European Language (non EU): Northern European Language (non EU),Havering,10,4.37E-05,71
1362,Other European Language (EU): Estonian,Havering,8,3.49E-05,72
1363,Other European Language (non-national): Romani language (any),Havering,7,3.06E-05,73
1364,African Language: Krio,Havering,6,2.62E-05,74
1365,Other European Language (EU): Any other European Language (EU),Havering,5,2.18E-05,75
